baseYm,mapX,mapY,areaCd,areaNm,signguCd,signguNm,hubTatsNm,hubBsicAdres,hubCtgryLclsNm,hubCtgryMclsNm,hubRank
202408,126.9768999,37.57807256,11,서울특별시,11110,종로구,경복궁,서울 종로구 사직로 161-0,관광지,역사관광,1
202408,126.9806493,37.60159764,11,서울특별시,11110,종로구,팔각정북악스카이,서울 종로구 북악산로 267-0,관광지,문화관광,2
202408,126.9992868,37.57004585,11,서울특별시,11110,종로구,광장시장,서울 종로구 창경궁로 88-0,관광지,쇼핑,3
202408,126.9802801,37.57864994,11,서울특별시,11110,종로구,국립현대미술관/서울관,서울 종로구 삼청로 30-0,관광지,문화관광,4
202408,126.9757331,37.6006255,11,서울특별시,11110,종로구,북악스카이웨이,서울 종로구,관광지,기타관광,5
202408,126.9754279,37.57074007,11,서울특별시,11110,종로구,포시즌스호텔/서울,서울 종로구 새문안로 97-0,숙박,숙박,6
202408,126.9851769,37.58151666,11,서울특별시,11110,종로구,북촌한옥마을,서울 종로구,관광지,역사관광,7
202408,126.9764276,37.58559947,11,서울특별시,11110,종로구,청와대,서울 종로구 청와대로 1-0,관광지,기타관광,8
202408,127.007804,37.57043311,11,서울특별시,11110,종로구,동대문종합시장,서울 종로구 종로 266-0,관광지,쇼핑,9
202408,126.9704839,37.57040674,11,서울특별시,11110,종로구,서울역사박물관,서울 종로구 새문안로 55-0,관광지,문화관광,10
202408,126.9817607,37.5647408,11,서울특별시,11140,중구,롯데백화점/본점,서울 중구 남대문로 81-0,관광지,쇼핑,1
202408,126.9811449,37.56094116,11,서울특별시,11140,중구,신세계백화점/본점,서울 중구 소공로 63-0,관광지,쇼핑,2
202408,126.980983,37.56535184,11,서울특별시,11140,중구,롯데호텔/서울점,서울 중구 을지로 30-0,숙박,숙박,3
202408,127.0051782,37.55585879,11,서울특별시,11140,중구,신라호텔/서울,서울 중구 동호로 249-0,숙박,숙박,4
202408,126.9808582,37.56034134,11,서울특별시,11140,중구,신세계백화점/본점신관,서울 중구 퇴계로 77-0,관광지,쇼핑,5
202408,126.9839828,37.55663064,11,서울특별시,11140,중구,남산케이블카,서울 중구 소파로 83-0,관광지,기타관광,6
202408,127.0076797,37.56881339,11,서울특별시,11140,중구,현대시티아울렛/동대문점,서울 중구 장충단로13길 20-0,관광지,쇼핑,7
202408,127.0087026,37.56890715,11,서울특별시,11140,중구,두산타워,서울 중구 장충단로 275-0,관광지,쇼핑,8
202408,126.9800386,37.56443527,11,서울특별시,11140,중구,웨스틴조선호텔,서울 중구 소공로 106-0,숙박,숙박,9
202408,127.0084249,37.56815724,11,서울특별시,11140,중구,밀리오레/동대문점,서울 중구 장충단로 263-0,관광지,쇼핑,10
202408,126.9644657,37.52896532,11,서울특별시,11170,용산구,HDC아이파크몰/용산점,서울 용산구 한강대로23길 55-0,관광지,쇼핑,1
202408,126.9803168,37.5239955,11,서울특별시,11170,용산구,국립중앙박물관,서울 용산구 서빙고로 137-0,관광지,문화관광,2
202408,126.9882324,37.55127018,11,서울특별시,11170,용산구,남산서울타워,서울 용산구 남산공원길 105-0,관광지,문화관광,3
202408,126.9971484,37.53938272,11,서울특별시,11170,용산구,그랜드하얏트/서울,서울 용산구 소월로 322-0,숙박,숙박,4
202408,126.9770947,37.53699398,11,서울특별시,11170,용산구,전쟁기념관,서울 용산구 이태원로 29-0,관광지,문화관광,5
202408,126.9651792,37.53016136,11,서울특별시,11170,용산구,CGV/용산아이파크몰,서울 용산구 한강대로23길 55-0,관광지,문화관광,6
202408,126.9619295,37.53196669,11,서울특별시,11170,용산구,서울드래곤시티,서울 용산구 청파로20길 95-0,숙박,숙박,7
202408,126.9931188,37.52856827,11,서울특별시,11170,용산구,몬드리안/서울이태원,서울 용산구 장문로 23-0,숙박,숙박,8
202408,126.957243,37.51805389,11,서울특별시,11170,용산구,노들섬,서울 용산구 양녕로 445-0,관광지,자연관광,9
202408,126.9626516,37.53188337,11,서울특별시,11170,용산구,노보텔앰배서더호텔/서울용산,서울 용산구 청파로20길 95-0,숙박,숙박,10
202408,127.0392834,37.54485457,11,서울특별시,11200,성동구,서울숲,서울 성동구 뚝섬로 273-0,관광지,문화관광,1
202408,127.0386444,37.569935,11,서울특별시,11200,성동구,마장축산물시장,서울 성동구 마장로31길 40-0,관광지,쇼핑,2
202408,127.0387556,37.56057497,11,서울특별시,11200,성동구,CGV/왕십리,서울 성동구 왕십리광장로 17-0,관광지,문화관광,3
202408,127.0446719,37.54199382,11,서울특별시,11200,성동구,메가박스/성수,서울 성동구 왕십리로 50-0,관광지,문화관광,4
202408,127.0225627,37.54860403,11,서울특별시,11200,성동구,금남시장,서울 성동구 독서당로 303-7,관광지,쇼핑,5
202408,127.0299,37.54784444,11,서울특별시,11200,성동구,응봉산팔각정,서울 성동구,관광지,역사관광,6
202408,127.0382834,37.56182482,11,서울특별시,11200,성동구,비트플렉스,서울 성동구 왕십리광장로 17-0,관광지,쇼핑,7
202408,127.0360614,37.55938065,11,서울특별시,11200,성동구,소월아트홀,서울 성동구 왕십리로 281-0,관광지,문화관광,8
202408,127.04308,37.54542045,11,서울특별시,11200,성동구,서울숲씨어터,서울 성동구 서울숲2길 32-14,관광지,문화관광,9
202408,127.0594971,37.54263316,11,서울특별시,11200,성동구,에스팩토리,서울 성동구 연무장15길 11-0,관광지,문화관광,10
202408,127.1109713,37.5551316,11,서울특별시,11215,광진구,그랜드워커힐/서울,서울 광진구 워커힐로 177-0,숙박,숙박,1
202408,127.071364,37.52913436,11,서울특별시,11215,광진구,뚝섬한강공원,서울 광진구 강변북로 2273-0,관광지,문화관광,2
202408,127.0806963,37.54977092,11,서울특별시,11215,광진구,어린이대공원,서울 광진구 능동로 216-0,관광지,문화관광,3
202408,127.0713295,37.53909425,11,서울특별시,11215,광진구,롯데백화점/건대스타시티점,서울 광진구 능동로 92-0,관광지,쇼핑,4
202408,127.0732527,37.53863328,11,서울특별시,11215,광진구,롯데시네마/건대입구,서울 광진구 아차산로 272-0,관광지,문화관광,5
202408,127.1113324,37.55440947,11,서울특별시,11215,광진구,비스타워커힐/서울,서울 광진구 워커힐로 177-0,숙박,숙박,6
202408,127.0775166,37.55049746,11,서울특별시,11215,광진구,서울상상나라,서울 광진구 능동로 216-0,관광지,문화관광,7
202408,127.0668921,37.53979977,11,서울특별시,11215,광진구,CGV/건대입구,서울 광진구 아차산로30길 26-0,관광지,문화관광,8
202408,127.1103603,37.55549267,11,서울특별시,11215,광진구,빛의시어터,서울 광진구 워커힐로 177-0,관광지,문화관광,9
202408,127.0650312,37.53657791,11,서울특별시,11215,광진구,노룬산골목시장,서울 광진구,관광지,쇼핑,10
202408,127.0476712,37.58073936,11,서울특별시,11230,동대문구,롯데백화점/청량리점,서울 동대문구 왕산로 214-0,관광지,쇼핑,1
202408,127.0388387,37.57940612,11,서울특별시,11230,동대문구,경동시장,서울 동대문구 고산자로36길 3-0,관광지,쇼핑,2
202408,127.0416718,37.57946169,11,서울특별시,11230,동대문구,청량리청과물시장,서울 동대문구 왕산로 167-0,관광지,쇼핑,3
202408,127.0616425,37.56227545,11,서울특별시,11230,동대문구,더리센츠호텔/동대문,서울 동대문구 천호대로 383-0,숙박,숙박,4
202408,127.0480045,37.58060049,11,서울특별시,11230,동대문구,롯데시네마/청량리,서울 동대문구 왕산로 214-0,관광지,문화관광,5
202408,127.0610313,37.56235268,11,서울특별시,11230,동대문구,골든씨티호텔,서울 동대문구 천호대로 377-0,숙박,숙박,6
202408,127.0377552,37.58144667,11,서울특별시,11230,동대문구,서울경동약령시장,서울 동대문구 약령중앙로 10-0,관광지,쇼핑,7
202408,127.0376166,37.58057265,11,서울특별시,11230,동대문구,서울한방진흥센터,서울 동대문구 약령중앙로 26-0,관광지,문화관광,8
202408,127.071308,37.57740656,11,서울특별시,11230,동대문구,장안동근린공원,서울 동대문구,관광지,문화관광,9
202408,127.0414218,37.57782299,11,서울특별시,11230,동대문구,청량리수산시장,서울 동대문구 고산자로34길 48-1,관광지,쇼핑,10
202408,127.0923337,37.59745993,11,서울특별시,11260,중랑구,CGV/상봉,서울 중랑구 상봉로 131-0,관광지,문화관광,1
202408,127.0902324,37.57363921,11,서울특별시,11260,중랑구,용마폭포공원,서울 중랑구 용마산로 250-12,관광지,문화관광,2
202408,127.0982776,37.59715444,11,서울특별시,11260,중랑구,우림시장,서울 중랑구 망우로62길 52-4,관광지,쇼핑,3
202408,127.0771129,37.59296035,11,서울특별시,11260,중랑구,중랑동부시장,서울 중랑구 중랑천로10길 57-0,관광지,쇼핑,4
202408,127.0898853,37.58984941,11,서울특별시,11260,중랑구,동원시장,서울 중랑구 면목로74길 45-0,관광지,쇼핑,5
202408,127.0760017,37.61512445,11,서울특별시,11260,중랑구,롯데시네마/중랑,서울 중랑구 동일로 951-0,관광지,문화관광,6
202408,127.0776961,37.59920963,11,서울특별시,11260,중랑구,태릉시장,서울 중랑구 동일로129길 35-0,관광지,쇼핑,7
202408,127.0746964,37.59321031,11,서울특별시,11260,중랑구,메가박스/상봉,서울 중랑구 망우로30길 3-0,관광지,문화관광,8
202408,127.0857789,37.57882315,11,서울특별시,11260,중랑구,면목시장,서울 중랑구 면목로37길 5-0,관광지,쇼핑,9
202408,127.1104986,37.60432036,11,서울특별시,11260,중랑구,중랑숲캠핑장,서울 중랑구 망우로87길 110-0,숙박,숙박,10
202408,127.0287004,37.60834716,11,서울특별시,11290,성북구,현대백화점/미아점,서울 성북구 동소문로 315-0,관광지,쇼핑,1
202408,126.9943981,37.59890359,11,서울특별시,11290,성북구,길상사,서울 성북구 선잠로5길 68-0,관광지,역사관광,2
202408,126.984149,37.59737593,11,서울특별시,11290,성북구,삼청각,서울 성북구 대사관로 3-0,관광지,문화관광,3
202408,127.0262008,37.59351552,11,서울특별시,11290,성북구,고려대아이스링크,서울 성북구 안암로 145-0,관광지,레저스포츠,4
202408,127.0091467,37.60870811,11,서울특별시,11290,성북구,정릉시장,서울 성북구 보국문로11길 18-2,관광지,쇼핑,5
202408,127.0170628,37.59259891,11,서울특별시,11290,성북구,CGV/성신여대입구,서울 성북구 동소문로 106-0,관광지,문화관광,6
202408,127.0379218,37.61354106,11,서울특별시,11290,성북구,동방고개,서울 성북구,관광지,자연관광,7
202408,127.0166579,37.59362079,11,서울특별시,11290,성북구,아리랑힐호텔동대문,서울 성북구 아리랑로 8-0,숙박,숙박,8
202408,127.0092579,37.59826487,11,서울특별시,11290,성북구,흥천사,서울 성북구 흥천사길 29-0,관광지,역사관광,9
202408,127.0283118,37.58998817,11,서울특별시,11290,성북구,개운사,서울 성북구 개운사길 73-0,관광지,역사관광,10
202408,127.0305036,37.61464204,11,서울특별시,11305,강북구,롯데백화점/미아점,서울 강북구 도봉로 62-0,관광지,쇼핑,1
202408,127.0093554,37.66443397,11,서울특별시,11305,강북구,파라스파라/서울,서울 강북구 삼양로 689-0,숙박,숙박,2
202408,127.0070076,37.64848127,11,서울특별시,11305,강북구,4.19기념탑,서울 강북구 4.19로8길 17-0,관광지,역사관광,3
202408,127.0410603,37.62106799,11,서울특별시,11305,강북구,북서울꿈의숲,서울 강북구 월계로 173-0,관광지,문화관광,4
202408,127.0231452,37.63078897,11,서울특별시,11305,강북구,수유시장,서울 강북구 도봉로67길 18-0,관광지,쇼핑,5
202408,126.9897577,37.65526062,11,서울특별시,11305,강북구,도선사,서울 강북구 도선사길 278-0,관광지,역사관광,6
202408,127.0298944,37.64239878,11,서울특별시,11305,강북구,CGV/수유,서울 강북구 도봉로 399-0,관광지,문화관광,7
202408,127.0071872,37.6326627,11,서울특별시,11305,강북구,화계사,서울 강북구 화계사길 117-0,관광지,역사관광,8
202408,127.0076516,37.66871389,11,서울특별시,11305,강북구,우이동유원지,서울 강북구,관광지,문화관광,9
202408,127.0238395,37.63570507,11,서울특별시,11305,강북구,롯데시네마/수유,서울 강북구 도봉로 308-0,관광지,문화관광,10
202408,127.0375604,37.6394825,11,서울특별시,11320,도봉구,신창시장,서울 도봉구 덕릉로57길 10-0,관광지,쇼핑,1
202408,127.0276723,37.65239761,11,서울특별시,11320,도봉구,둘리뮤지엄,서울 도봉구 시루봉로1길 6-0,관광지,문화관광,2
202408,127.0355034,37.6653297,11,서울특별시,11320,도봉구,방학동도깨비시장,서울 도봉구 도당로13다길 33-0,관광지,쇼핑,3
202408,127.0437541,37.66536843,11,서울특별시,11320,도봉구,CGV/방학,서울 도봉구 도봉로 684-0,관광지,문화관광,4
202408,127.043643,37.66778482,11,서울특별시,11320,도봉구,호텔베이204,서울 도봉구 도봉로 710-0,숙박,숙박,5
202408,127.0335604,37.67664484,11,서울특별시,11320,도봉구,무수골계곡,서울 도봉구,관광지,자연관광,6
202408,127.0475868,37.69189316,11,서울특별시,11320,도봉구,다락원체육공원,서울 도봉구 창포원로 45-0,관광지,문화관광,7
202408,127.0481146,37.68936568,11,서울특별시,11320,도봉구,서울창포원,서울 도봉구 마들로 916-0,관광지,문화관광,8
202408,127.0516146,37.65381426,11,서울특별시,11320,도봉구,호텔99프레스티지,서울 도봉구 마들로11길 29-0,숙박,숙박,9
202408,127.0494759,37.65556405,11,서울특별시,11320,도봉구,서울로봇인공지능과학관/건축중(2024년07월 예정),서울 도봉구 마들로13길 56-0,관광지,문화관광,10
202408,127.0611137,37.6550364,11,서울특별시,11350,노원구,롯데백화점/노원점,서울 노원구 동일로 1414-0,관광지,쇼핑,1
202408,127.0679188,37.64123249,11,서울특별시,11350,노원구,2001아울렛/중계점,서울 노원구 동일로204가길 46-0,관광지,쇼핑,2
202408,127.0648358,37.63867721,11,서울특별시,11350,노원구,건영백화점,서울 노원구 섬밭로 258-0,관광지,쇼핑,3
202408,127.0774457,37.64187136,11,서울특별시,11350,노원구,서울시립과학관,서울 노원구 한글비석로 160-0,관광지,문화관광,4
202408,127.0684188,37.63667746,11,서울특별시,11350,노원구,세이브존/노원점,서울 노원구 한글비석로 57-0,관광지,쇼핑,5
202408,127.06678,37.64087141,11,서울특별시,11350,노원구,서울시립북서울미술관,서울 노원구 동일로 1238-0,관광지,문화관광,6
202408,127.068615,37.63990053,11,서울특별시,11350,노원구,CGV/중계,서울 노원구 동일로204가길 12-0,관광지,문화관광,7
202408,127.0769737,37.6198739,11,서울특별시,11350,노원구,서울생활사박물관,서울 노원구 동일로174길 27-0,관광지,문화관광,8
202408,127.0731127,37.64406552,11,서울특별시,11350,노원구,동천실내스케이트장,서울 노원구 노원로18길 41-0,관광지,레저스포츠,9
202408,127.0759183,37.62248471,11,서울특별시,11350,노원구,공릉동도깨비시장,서울 노원구 동일로180길 22-0,관광지,쇼핑,10
202408,126.9179324,37.63767641,11,서울특별시,11380,은평구,롯데몰/은평점,서울 은평구 통일로 1050-0,관광지,쇼핑,1
202408,126.9466242,37.63817653,11,서울특별시,11380,은평구,진관사,서울 은평구 진관길 73-0,관광지,역사관광,2
202408,126.9394304,37.64134278,11,서울특별시,11380,은평구,은평한옥마을,서울 은평구,관광지,역사관광,3
202408,126.9287799,37.60984917,11,서울특별시,11380,은평구,NC백화점/불광점,서울 은평구 불광로 20-0,관광지,쇼핑,4
202408,126.9576461,37.6519077,11,서울특별시,11380,은평구,북한산성,서울 은평구,관광지,역사관광,5
202408,126.9524848,37.64231497,11,서울특별시,11380,은평구,삼천사,서울 은평구 연서로54길 127-0,관광지,역사관광,6
202408,126.9176274,37.58698783,11,서울특별시,11380,은평구,대림시장,서울 은평구 응암로4길 22-0,관광지,쇼핑,7
202408,126.9477075,37.63473249,11,서울특별시,11380,은평구,진관사계곡,서울 은평구 진관길 0-0,관광지,자연관광,8
202408,126.9185994,37.59429255,11,서울특별시,11380,은평구,응암시장,서울 은평구 응암로 252-0,관광지,쇼핑,9
202408,126.9289872,37.60970749,11,서울특별시,11380,은평구,CGV/불광,서울 은평구 불광로 20-0,관광지,문화관광,10
202408,126.9358205,37.55604708,11,서울특별시,11410,서대문구,현대백화점/신촌점,서울 서대문구 신촌로 83-0,관광지,쇼핑,1
202408,126.9559018,37.57457284,11,서울특별시,11410,서대문구,서대문형무소역사관,서울 서대문구 통일로 251-0,관광지,문화관광,2
202408,126.9378479,37.57673914,11,서울특별시,11410,서대문구,서대문자연사박물관,서울 서대문구 연희로32길 51-0,관광지,문화관광,3
202408,126.9340756,37.58893396,11,서울특별시,11410,서대문구,스위스그랜드호텔,서울 서대문구 연희로 353-0,숙박,숙박,4
202408,126.966762,37.5651851,11,서울특별시,11410,서대문구,신라스테이/서대문,서울 서대문구 충정로 76-0,숙박,숙박,5
202408,126.9374867,37.58137749,11,서울특별시,11410,서대문구,홍제천폭포마당,서울 서대문구,관광지,자연관광,6
202408,126.9366259,37.55676922,11,서울특별시,11410,서대문구,현대백화점 유플렉스/신촌점,서울 서대문구 연세로 13-0,관광지,쇼핑,7
202408,126.9402923,37.55657482,11,서울특별시,11410,서대문구,CGV/신촌아트레온,서울 서대문구 신촌로 129-0,관광지,문화관광,8
202408,126.9617069,37.57029559,11,서울특별시,11410,서대문구,영천시장,서울 서대문구 통일로 189-1,관광지,쇼핑,9
202408,126.9419032,37.55976891,11,서울특별시,11410,서대문구,메가박스/신촌,서울 서대문구 신촌역로 30-0,관광지,문화관광,10
202408,126.906059,37.55653011,11,서울특별시,11440,마포구,망원시장,서울 마포구 포은로8길 14-0,관광지,쇼핑,1
202408,126.8945464,37.55574131,11,서울특별시,11440,마포구,망원한강공원,서울 마포구 마포나루길 467-0,관광지,문화관광,2
202408,126.8972683,37.56826765,11,서울특별시,11440,마포구,서울월드컵경기장,서울 마포구 월드컵로 240-0,관광지,문화관광,3
202408,126.9263716,37.55782332,11,서울특별시,11440,마포구,AK플라자/홍대,서울 마포구 양화로 188-0,관광지,쇼핑,4
202408,126.9443078,37.53736779,11,서울특별시,11440,마포구,호텔나루서울엠갤러리,서울 마포구 마포대로 8-0,숙박,숙박,5
202408,126.9483473,37.54066005,11,서울특별시,11440,마포구,서울가든호텔,서울 마포구 마포대로 58-0,숙박,숙박,6
202408,126.9210671,37.55097746,11,서울특별시,11440,마포구,KT&G상상마당/홍대,서울 마포구 어울마당로 65-0,관광지,문화관광,7
202408,126.8985182,37.56524023,11,서울특별시,11440,마포구,마포농수산물시장,서울 마포구 월드컵로 235-0,관광지,쇼핑,8
202408,126.9504531,37.54479112,11,서울특별시,11440,마포구,롯데시티호텔/마포,서울 마포구 마포대로 109-0,숙박,숙박,9
202408,126.8866848,37.58235328,11,서울특별시,11440,마포구,스탠포드호텔/서울,서울 마포구 월드컵북로58길 15-0,숙박,숙박,10
202408,126.8751873,37.52652235,11,서울특별시,11470,양천구,현대백화점/목동점,서울 양천구 목동동로 257-0,관광지,쇼핑,1
202408,126.875965,37.52899429,11,서울특별시,11470,양천구,행복한백화점,서울 양천구 목동동로 309-0,관광지,쇼핑,2
202408,126.8792703,37.53071633,11,서울특별시,11470,양천구,목동실내아이스링크,서울 양천구 안양천로 939-0,관광지,레저스포츠,3
202408,126.8298581,37.52771638,11,서울특별시,11470,양천구,서서울호수공원,서울 양천구 남부순환로64길 20-0,관광지,문화관광,4
202408,126.865188,37.54843642,11,서울특별시,11470,양천구,목동깨비시장,서울 양천구 목동중앙북로 29-0,관광지,쇼핑,5
202408,126.8760484,37.52904984,11,서울특별시,11470,양천구,메가박스/목동,서울 양천구 목동동로 309-0,관광지,문화관광,6
202408,126.880909,37.53085521,11,서울특별시,11470,양천구,목동야구장,서울 양천구 안양천로 939-0,관광지,문화관광,7
202408,126.8807424,37.53052192,11,서울특별시,11470,양천구,목동사격장,서울 양천구 안양천로 939-0,관광지,레저스포츠,8
202408,126.8707711,37.52710558,11,서울특별시,11470,양천구,대한민국예술인센터,서울 양천구 목동서로 225-0,관광지,문화관광,9
202408,126.8771593,37.53463253,11,서울특별시,11470,양천구,파리공원,서울 양천구 목동동로 363-0,관광지,문화관광,10
202408,126.8029379,37.55892679,11,서울특별시,11500,강서구,김포국제공항국내선,서울 강서구 하늘길 111-0,관광지,기타관광,1
202408,126.8009159,37.56598955,11,서울특별시,11500,강서구,김포국제공항국제선,서울 강서구 하늘길 38-0,관광지,기타관광,2
202408,126.803138,37.56348985,11,서울특별시,11500,강서구,롯데몰/김포공항점,서울 강서구 하늘길 38-0,관광지,쇼핑,3
202408,126.8405513,37.55996271,11,서울특별시,11500,강서구,NC백화점/강서점,서울 강서구 강서로56길 17-0,관광지,쇼핑,4
202408,126.8029436,37.55890705,11,서울특별시,11500,강서구,김포국제공항,서울 강서구 하늘길 112-0,관광지,기타관광,5
202408,126.8350473,37.5694535,11,서울특별시,11500,강서구,서울식물원,서울 강서구 마곡동로 161-0,관광지,문화관광,6
202408,126.8208587,37.55332447,11,서울특별시,11500,강서구,강서농산물도매시장,서울 강서구 강서도매시장로 7-0,관광지,쇼핑,7
202408,126.8191644,37.54718628,11,서울특별시,11500,강서구,메이필드호텔,서울 강서구 방화대로 94-0,숙박,숙박,8
202408,126.8085645,37.55669631,11,서울특별시,11500,강서구,국립항공박물관,서울 강서구 하늘길 177-0,관광지,문화관광,9
202408,126.803138,37.56329543,11,서울특별시,11500,강서구,롯데백화점/김포공항점,서울 강서구 하늘길 38-0,관광지,쇼핑,10
202408,126.8828258,37.50116421,11,서울특별시,11530,구로구,NC백화점/신구로점,서울 구로구 구로중앙로 152-0,관광지,쇼핑,1
202408,126.8892418,37.50869116,11,서울특별시,11530,구로구,현대백화점/디큐브시티점,서울 구로구 경인로 662-0,관광지,쇼핑,2
202408,126.8591952,37.49851081,11,서울특별시,11530,구로구,아이파크몰/고척점,서울 구로구 경인로43길 49-0,관광지,쇼핑,3
202408,126.8671328,37.49822001,11,서울특별시,11530,구로구,고척스카이돔,서울 구로구 경인로 430-0,관광지,문화관광,4
202408,126.8966025,37.48502727,11,서울특별시,11530,구로구,롯데시티호텔/구로,서울 구로구 디지털로 300-0,숙박,숙박,5
202408,126.8460395,37.49742638,11,서울특별시,11530,구로구,호텔베르누이서울,서울 구로구 경인로 229-0,숙박,숙박,6
202408,126.8827702,37.50113644,11,서울특별시,11530,구로구,CGV/구로,서울 구로구 구로중앙로 152-0,관광지,문화관광,7
202408,126.8522452,37.50574683,11,서울특별시,11530,구로구,고척근린공원,서울 구로구,관광지,문화관광,8
202408,126.8625359,37.49817235,11,서울특별시,11530,구로구,2001아울렛/구로점,서울 구로구 중앙로1길 36-0,관광지,쇼핑,9
202408,126.8895473,37.50894113,11,서울특별시,11530,구로구,디큐브링크아트센터,서울 구로구 경인로 662-0,관광지,문화관광,10
202408,126.8891507,37.47764298,11,서울특별시,11545,금천구,현대시티아울렛/가산점,서울 금천구 디지털로10길 9-0,관광지,쇼핑,1
202408,126.8873812,37.4780558,11,서울특별시,11545,금천구,마리오아울렛/1관,서울 금천구 디지털로 185-0,관광지,쇼핑,2
202408,126.8850758,37.47844463,11,서울특별시,11545,금천구,마리오아울렛/3관,서울 금천구 벚꽃로 266-0,관광지,쇼핑,3
202408,126.8971533,37.46134474,11,서울특별시,11545,금천구,엠디호텔/독산,서울 금천구 시흥대로 315-0,숙박,숙박,4
202408,126.8846869,37.47933341,11,서울특별시,11545,금천구,롯데팩토리아울렛/가산점,서울 금천구 벚꽃로 278-0,관광지,쇼핑,5
202408,126.9007411,37.47336198,11,서울특별시,11545,금천구,별빛남문시장,서울 금천구 시흥대로144길 17-0,관광지,쇼핑,6
202408,126.8962693,37.46680716,11,서울특별시,11545,금천구,독산동우시장,서울 금천구 범안로 1209-0,관광지,쇼핑,7
202408,126.8909642,37.47888906,11,서울특별시,11545,금천구,마인드호텔,서울 금천구 남부순환로 1262-0,숙박,숙박,8
202408,126.8864646,37.47872239,11,서울특별시,11545,금천구,마리오아울렛/2관,서울 금천구 디지털로9길 23-0,관광지,쇼핑,9
202408,126.8768952,37.4783752,11,서울특별시,11545,금천구,골드리버호텔,서울 금천구 서부샛길 584-0,숙박,숙박,10
202408,126.9282937,37.52602273,11,서울특별시,11560,영등포구,더현대/서울,서울 영등포구 여의대로 108-0,관광지,쇼핑,1
202408,126.9034643,37.5172433,11,서울특별시,11560,영등포구,타임스퀘어,서울 영등포구 영중로 15-0,관광지,쇼핑,2
202408,126.9255658,37.52573394,11,서울특별시,11560,영등포구,IFC몰,서울 영등포구 국제금융로 10-0,관광지,쇼핑,3
202408,126.9282936,37.53104992,11,서울특별시,11560,영등포구,여의도한강공원,서울 영등포구 여의동로 330-0,관광지,문화관광,4
202408,126.907379,37.51574601,11,서울특별시,11560,영등포구,롯데백화점/영등포점,서울 영등포구 경인로 846-0,관광지,쇼핑,5
202408,126.9266555,37.52550059,11,서울특별시,11560,영등포구,콘래드서울호텔,서울 영등포구 국제금융로 10-0,숙박,숙박,6
202408,126.9056033,37.51719473,11,서울특별시,11560,영등포구,신세계백화점/타임스퀘어점,서울 영등포구 영중로 9-0,관광지,쇼핑,7
202408,126.9291269,37.52524504,11,서울특별시,11560,영등포구,페어몬트앰배서더/서울,서울 영등포구 여의대로 108-0,숙박,숙박,8
202408,126.9172946,37.52743916,11,서울특별시,11560,영등포구,글래드/여의도,서울 영등포구 의사당대로 16-0,숙박,숙박,9
202408,126.9093073,37.51693217,11,서울특별시,11560,영등포구,페어필드바이메리어트서울호텔,서울 영등포구 경인로 870-0,숙박,숙박,10
202408,126.9378485,37.51474631,11,서울특별시,11590,동작구,노량진수산시장,서울 동작구 노들로 674-0,관광지,쇼핑,1
202408,126.924998,37.49048661,11,서울특별시,11590,동작구,롯데백화점/관악점,서울 관악구 봉천로 209-0,관광지,쇼핑,2
202408,126.9192948,37.4919155,11,서울특별시,11590,동작구,보라매공원,서울 동작구 여의대방로20길 33-0,관광지,문화관광,3
202408,126.9322778,37.49995891,11,서울특별시,11590,동작구,성대전통시장,서울 동작구 상도로 102-0,관광지,쇼핑,4
202408,126.9042869,37.48564234,11,서울특별시,11590,동작구,신라스테이/구로,서울 동작구 시흥대로 596-0,숙박,숙박,5
202408,126.9816296,37.48457851,11,서울특별시,11590,동작구,메가박스/이수,서울 동작구 동작대로 89-0,관광지,문화관광,6
202408,126.9805393,37.48844406,11,서울특별시,11590,동작구,남성사계시장,서울 동작구 동작대로29길 9-0,관광지,쇼핑,7
202408,126.9781669,37.50332041,11,서울특별시,11590,동작구,동작주차공원,서울 동작구 현충로 213-0,관광지,문화관광,8
202408,126.9052019,37.4863177,11,서울특별시,11590,동작구,롯데시네마/신대방,서울 동작구 시흥대로 606-0,관광지,문화관광,9
202408,126.962698,37.49870906,11,서울특별시,11590,동작구,달마사,서울 동작구 서달로 50-26,관광지,역사관광,10
202408,126.9302661,37.48388872,11,서울특별시,11620,관악구,타임스트림,서울 관악구 신림로 330-0,관광지,쇼핑,1
202408,126.9203782,37.47033467,11,서울특별시,11620,관악구,우림시장,서울 관악구 난곡로26길 4-0,관광지,쇼핑,2
202408,126.9302187,37.48378898,11,서울특별시,11620,관악구,롯데시네마/신림,서울 관악구 신림로 330-0,관광지,문화관광,3
202408,126.955125,37.48361113,11,서울특별시,11620,관악구,관악프라자,서울 관악구 관악로 212-0,관광지,쇼핑,4
202408,126.938432,37.48597186,11,서울특별시,11620,관악구,봉일시장,서울 관악구 은천로 28-0,관광지,쇼핑,5
202408,126.9465702,37.48661073,11,서울특별시,11620,관악구,현대시장,서울 관악구 양녕로 49-0,관광지,쇼핑,6
202408,126.9300717,37.48474973,11,서울특별시,11620,관악구,르네상스쇼핑몰,서울 관악구 신림로 340-0,관광지,쇼핑,7
202408,126.9275442,37.48227778,11,서울특별시,11620,관악구,신원시장,서울 관악구 남부순환로 1578-0,관광지,쇼핑,8
202408,126.9562359,37.49127692,11,서울특별시,11620,관악구,봉천고개,서울 관악구,관광지,자연관광,9
